,label,text,label_num 
2973,ham,"Subject: lacy ' s eye exam 
please respond to hi bubba ! 
lacy got her eye exam yesterday . he said that she is very near sighted , but the diabetes has not affected her eyes at all . that was a relief . she ' s been having headaches , so i was concerned . they probably have been from her blood sugars being out of control . she is doing so much better now . i have stopped waking her up to check it in the night & the levels are so much better . she ' s acting a lot more like her old self now . a lot nicer to me . i guess her sugars out of control & all the stress of tiger dolls was what was wrong with her . she doesn ' t say the cruel things to me that she used to . i knew something had to be wrong with her . i thought surely i had not raised a child with such a mean spirit . anyway things are a lot better . 
tell cole that mimi hopes his eye appointment goes as well as lacy ' s . let him call to tell me about it . i hope he gets his teary eye "" fixed "" . 
lacy ' s eye doctor talked more about her teeth almost than he did her eyes . he couldn ' t believe her teeth are so perfect without braces . and she is so tanned , you can see her a mile away with those white teeth shining when she smiles . she has a dentist appointment for cleaning at the first part of next week . we ' ll talk later about when we are coming to your house . i ' m going to longview to a singles retreat sat . in case you call & i ' m not there . will be home sat . night . love ya , maw",0 
3277,ham,"Subject: re : no / actual vols for 5 / 22 / 01 
we agree 
"" eileen ponton "" on 05 / 23 / 2001 02 : 23 : 15 pm 
to : david avila / lsp / enserch / us @ tu , charlie stone / energy / txu @ tu , melissa 
jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com , 
szajac @ enron . com 
cc : 
subject : no / actual vols for 5 / 22 / 01 
nom mcf mmbtu 
27 , 500 26 , 406 27 , 119",0 
2019,ham,"Subject: meter 1601 
daren - meter 1601 has flow from 11 / 8 - 11 / 10 . there is no deal for these 
days . last deal used was for oct . - 413538 , counterparty southern union . 
will you let me know if you set a deal up for this ? 
thanks . 
aimee",0 
553,ham,"Subject: fyi - new product on eol 
just so everyone is on the same page : 
based on jennifer and dale ' s discussions with eric bass , a new "" tokenized 
period "" will be set up in eol . the intent of this period ( quick overview ) is 
to allow for gas flow monday through friday and no flow on the weekends . 
this will generally be traded for in full month or rest of the month 
increments . 
it is my understanding the although the trade can be conveyed correctly to 
the customer and priced accordingly using eol , the trade itself ( with 
multiple monday - friday , no flow during weekend periods ) cannot be handled 
internally by eol . just as eol is not able to handle this trade , the sitara 
bridge from eol cannot handle this trade . because of this , there should be 
heighten attention by trade capture given to the eol bridge monitor . these 
trades will error out and will have to be entered manually . 
an effort needs to be evaluated and prioritized by both applications ( eol and 
sitara ) on how a deal with multi - periods can flow without human 
intervention . this has not been started . in the meantime , a deal of this 
nature will have to be entered manually . 
how do i know that a particular deal has multi - period flow ? once the eol 
product has been set up , jennifer and / or dale will let all involved know . 
the person ( s ) responsible for entering the deal will have to understand what 
is meant by the eol product ' s delivery period and enter the deal 
accordingly . 
for example , assume that a deal has been traded for april : 
four delivery periods ( separate lines ) should be included in the sitara 
ticket 
start : 04 / 03 stop : 04 / 07 
04 / 10 04 / 14 
04 / 17 04 / 21 
04 / 24 04 / 28 
each delivery period ( line ) should have the same pricing 
remember to enter the eol deal number when creating the sitara trade . 
also remember that paths created in unify assume the stop date is open 
ended . every effort needs to be made to make sure the appropriate end date 
is on the path ; otherwise 
the number of reconciling items will increase . 
please forward this information to anyone else you think might be impacted . 
any concerns , please contact sheri thomas or myself . 
srm ( x 33548 )",0 
2097,ham,"Subject: hpl nom for november 23 , 2000 
( see attached file : hplnl 123 . xls ) 
- hplnl 123 . xls",0 
2005,ham,"Subject: re : another hesco issue 
daren would you look at the price for 29 and 30 th of march 2000 . there are 
no prices for these days but volume was scheduled for these days . 
thanks 
charlene 
daren j farmer 
11 / 02 / 2000 02 : 59 pm 
to : charlene richmond / hou / ect @ ect 
cc : 
subject : re : another hesco issue 
charlene , 
deal # 214948 already had volume and price for the 12 th and 13 th . you may 
need to have the volumes updated by volume management . 
i added the 15 th and 16 th to the deal ticket . 
d 
charlene richmond 
11 / 01 / 2000 04 : 02 pm 
to : daren j farmer / hou / ect @ ect , jennifer martinez / hou / ect @ ect 
cc : kristen j hanson / hou / ect @ ect , nick moshou / corp / enron @ enron , cynthia 
hakemack / hou / ect @ ect 
subject : re : another hesco issue 
help . steve mauch at hesco is wanting an answer asap 
- - - - - - - - - - - - - - - - - - - - - - forwarded by charlene richmond / hou / ect on 11 / 01 / 2000 
03 : 29 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - 
vance l taylor 
11 / 01 / 2000 02 : 45 pm 
to : charlene richmond / hou / ect @ ect 
cc : julie meyers / hou / ect @ ect 
subject : re : another hesco issue 
charlene , 
this gas purchase is not a part of the wellhead portfolio but is being traded 
on the texas desk . i would suggest you get with darren farmer or someone on 
the desk . 
sorry i could not be of more assistance ! 
vlt 
x 3 - 6353 
charlene richmond 
11 / 01 / 2000 08 : 22 am 
to : julie meyers / hou / ect @ ect , vance l taylor / hou / ect @ ect 
cc : 
subject : another hesco issue 
meter 986725 for march 2000 . per hesco both traders are gone at ( hesco and 
enron ) and they ( hesco ) were not paid the correct price in march on the 
days mentioned below . hesco cannot find where the price for these days were 
recorded . per hesco they were underpaid by $ 32 , 101 . 57 . hesco is wanting to 
come to our office to have a meeting about clearing this up . it will be nice 
if we don ' t have to meet with them . 
production dates are volume price they are 
looking for 
03 / 12 
2 , 029 2 . 65 
03 / 13 
2 , 009 2 . 65 
03 / 15 
2 , 022 2 . 71 
03 / 16 
1 , 976 2 . 72",0 
1806,ham,"Subject: hello again 
hi darren , 
did you successfully receive the information i sent to you . 
i would appreciate a response so that i know your needs . 
i am sure your schedule is as busy as mine and i am 
committed to providing dedicated service to all my clients 
and in return i request your loyalty . 
please direct your questions and concerns in my direction 
and let me know in what areas you would like my assistance . 
please send me your reply so that i may better ascertain 
your needs . thank you . 
iona alphonso 
always in tune with your needs 
oh , by the way . . . if you know of someone thinking about 
buying or selling a home , please call me with their name and 
number - thanks a million ! ! 
prudential , gary greene realtors 
3910 fm 1960 west , suite 100 
houston , texas 77068 
voice mail : 281 - 857 - 2485 x 535 
pager : 281 - 551 - 6549 
office : 281 - 444 - 5140 
fax : 281 - 444 - 0630 
web site : http : / / www . ionaalphonso . com 
resume : http : / / www . har . com / ionaalphonso 
gary greene web site : http : / / www . garygreene . com 
please view my monthly newsletter at 
http : / / homeownernews . com / c / ionaalphonso",0 
2840,ham,"Subject: hpl nom for march 24 - 26 , 2001 
( see attached file : hplno 324 . xls ) 
- hplno 324 . xls",0 
75,ham,"Subject: united oil & minerals , inc . 
please establish a spot ticket for united oil & minerals , inc . at meter 5053 
for january . the ticket will be priced at 100 % if / hsc less $ 0 . 14 and provide 
for 1 , 400 mmbtu / d . this spot deal will be executed under globla contract 
96002441 . 
please call if i can be of any additional assistance . 
thanks ! 
donald 
x 37008",0 
3935,spam,"Subject: quality and cheap meds here , paliourg 
